id,youtube_id,player,sex,club,view,slow,events,bbox,split,processed_video_path
479,6X6W_tdjkCU,IN-GEE CHUN,f,iron,down-the-line,1,[ 863  893  955  980 1026 1045 1057 1067 1160 1220],[1.50781250e-01 6.94444444e-04 4.82031250e-01 9.96527778e-01],4,processed_videos/IN-GEE_CHUN_6X6W_tdjkCU_96a7c942-092e-4559-a044-af210c495991.mp4
480,9zvs0C-h8jM,BRAD FAXON,m,driver,face-on,0,[ 91 245 259 263 270 274 278 280 296 326],[0.065625   0.00277778 0.79765625 0.99791667],3,processed_videos/BRAD_FAXON_9zvs0C-h8jM_d11a835b-10ce-4ff8-aa64-6aa599165039.mp4
481,9zvs0C-h8jM,BRAD FAXON,m,driver,face-on,1,[566 612 663 680 710 725 740 748 816 876],[4.29687500e-02 6.94444444e-04 8.67968750e-01 1.00000000e+00],3,processed_videos/BRAD_FAXON_9zvs0C-h8jM_73d2cb14-3118-44e1-84ad-95b353709e4e.mp4
482,EKCqmNOTDBw,MIKA MIYAZATO,f,driver,down-the-line,0,[ 61 182 197 204 211 215 219 221 241 284],[7.34375000e-02 6.94444444e-04 5.73437500e-01 9.50694444e-01],2,processed_videos/MIKA_MIYAZATO_EKCqmNOTDBw_b0f5d50f-10fa-4286-a126-7371dd41bf48.mp4
483,EKCqmNOTDBw,MIKA MIYAZATO,f,driver,down-the-line,1,[527 611 665 694 722 739 754 763 841 901],[0.09765625 0.00694444 0.515625   0.93194444],2,processed_videos/MIKA_MIYAZATO_EKCqmNOTDBw_b08e6469-a1ec-4f9c-bd5e-f9f62b0a258f.mp4
484,sp-AnUgcfzk,SANDRA GAL,f,driver,face-on,0,[211 391 411 415 427 432 435 438 455 515],[8.59375000e-02 6.94444444e-04 7.60156250e-01 9.57638889e-01],3,processed_videos/SANDRA_GAL_sp-AnUgcfzk_f27a92a5-9720-4d39-a57c-9c3a8842fbf6.mp4
485,sp-AnUgcfzk,SANDRA GAL,f,driver,down-the-line,1,[635 660 726 741 793 810 824 834 898 958],[8.35937500e-02 6.94444444e-04 7.31250000e-01 9.65972222e-01],3,processed_videos/SANDRA_GAL_sp-AnUgcfzk_7c570632-3c8e-4e81-bd9b-8afc2b5e0dc3.mp4
486,7wyt2sNgQAs,JASON DAY,m,driver,face-on,0,[121 429 443 448 456 458 461 463 474 534],[3.90625000e-04 6.94444444e-04 4.98046875e-01 9.93750000e-01],4,processed_videos/JASON_DAY_7wyt2sNgQAs_5b206e6b-1749-490e-9961-7e1ae301c189.mp4
487,7wyt2sNgQAs,JUSTIN THOMAS,m,driver,face-on,0,[354 421 439 444 453 458 461 463 475 535],[5.03906250e-01 6.94444444e-04 4.96484375e-01 9.95138889e-01],4,processed_videos/JUSTIN_THOMAS_7wyt2sNgQAs_1bb942a6-de09-4967-a646-a6605f7440da.mp4
488,7wyt2sNgQAs,JASON DAY,m,driver,face-on,1,[ 776  891  946  968  996 1008 1020 1029 1078 1108],[3.90625000e-04 6.94444444e-04 4.94921875e-01 1.00000000e+00],4,processed_videos/JASON_DAY_7wyt2sNgQAs_498c9c4f-a726-41ba-9f4f-ddeed76eb55b.mp4
489,7wyt2sNgQAs,JUSTIN THOMAS,m,driver,face-on,1,[ 808  887  930  951  987 1008 1019 1026 1076 1136],[5.03125000e-01 6.94444444e-04 4.97265625e-01 9.97916667e-01],4,processed_videos/JUSTIN_THOMAS_7wyt2sNgQAs_782a59ae-aebc-45b1-bf70-df439a62287f.mp4
490,4tv8iIWTewk,ANNA NORDQVIST,f,driver,down-the-line,0,[157 295 310 316 323 326 330 333 348 392],[1.00000000e-01 6.94444444e-04 6.12500000e-01 9.78472222e-01],3,processed_videos/ANNA_NORDQVIST_4tv8iIWTewk_bf635c2c-5f72-4fad-b873-7e96f921256f.mp4
491,4tv8iIWTewk,ANNA NORDQVIST,f,driver,down-the-line,1,[632 682 742 767 792 804 823 832 896 936],[1.60937500e-01 6.94444444e-04 5.28125000e-01 9.40972222e-01],3,processed_videos/ANNA_NORDQVIST_4tv8iIWTewk_4749a695-1c1b-4500-9453-3455e55f99d3.mp4
492,s5rhLNYwYz8,STACY LEWIS,f,driver,face-on,0,[181 287 305 310 318 323 326 328 342 402],[6.56250000e-02 6.94444444e-04 8.27343750e-01 9.99305556e-01],1,processed_videos/STACY_LEWIS_s5rhLNYwYz8_a1029a34-6095-433d-b763-f4982db9fd41.mp4
493,s5rhLNYwYz8,STACY LEWIS,f,driver,face-on,1,[582 634 697 715 749 767 781 791 855 887],[8.43750000e-02 6.94444444e-04 8.10937500e-01 9.99305556e-01],1,processed_videos/STACY_LEWIS_s5rhLNYwYz8_ef123f51-ad07-4672-990e-66b4930a2242.mp4
494,s5rhLNYwYz8,STACY LEWIS,f,driver,face-on,0,[2447 2495 2510 2515 2524 2529 2532 2534 2550 2577],[1.26562500e-01 6.94444444e-04 5.18750000e-01 9.42361111e-01],1,processed_videos/STACY_LEWIS_s5rhLNYwYz8_9214bf98-e12f-44b1-9a67-e89c301dd7ea.mp4
495,s5rhLNYwYz8,STACY LEWIS,f,driver,face-on,1,[2853 2900 2960 2978 3013 3034 3046 3056 3110 3140],[7.42187500e-02 6.94444444e-04 5.43750000e-01 9.35416667e-01],1,processed_videos/STACY_LEWIS_s5rhLNYwYz8_0dccd36d-65c6-4277-b0f4-bfa8c6fb6396.mp4
496,e2xk3fEj-T8,MARIAJO URIBE,f,hybrid,down-the-line,0,[421 583 594 599 607 610 613 616 633 693],[1.15625000e-01 6.94444444e-04 5.46875000e-01 9.96527778e-01],2,processed_videos/MARIAJO_URIBE_e2xk3fEj-T8_0c704396-4c77-480c-b79d-fc543de27613.mp4
497,e2xk3fEj-T8,MARIAJO URIBE,f,hybrid,down-the-line,1,[1263 1301 1344 1363 1392 1407 1420 1430 1501 1561],[8.04687500e-02 6.94444444e-04 5.41406250e-01 9.89583333e-01],2,processed_videos/MARIAJO_URIBE_e2xk3fEj-T8_d8f72cb1-3653-4f01-9a85-501af86198fa.mp4
498,2Tj5jJ1Kh_Q,SANDRA GAL,f,driver,face-on,0,[451 639 653 657 669 673 677 680 698 758],[0.12421875 0.00416667 0.71171875 0.90555556],4,processed_videos/SANDRA_GAL_2Tj5jJ1Kh_Q_fbbcc56b-0e9d-4ed5-badc-540680c1d983.mp4
499,2Tj5jJ1Kh_Q,SANDRA GAL,f,fairway,other,0,[ 908 1527 1543 1548 1560 1564 1568 1570 1593 1653],[0.3578125  0.0375     0.47890625 0.9       ],4,processed_videos/SANDRA_GAL_2Tj5jJ1Kh_Q_116871db-4e9e-43f7-9cb6-bd15e511c898.mp4
500,2Tj5jJ1Kh_Q,SANDRA GAL,f,driver,other,0,[2253 2424 2437 2441 2454 2458 2462 2464 2484 2544],[3.90625000e-04 6.94444444e-04 5.44140625e-01 9.99305556e-01],4,processed_videos/SANDRA_GAL_2Tj5jJ1Kh_Q_6871d89a-aba4-4184-b3f5-5ee0707244cb.mp4
501,2Tj5jJ1Kh_Q,SANDRA GAL,f,driver,face-on,0,[3054 3296 3320 3324 3336 3340 3344 3347 3390 3450],[0.15859375 0.03333333 0.70625    0.93611111],4,processed_videos/SANDRA_GAL_2Tj5jJ1Kh_Q_2e31327f-543c-4b80-8849-9d6ffb197714.mp4
502,2Tj5jJ1Kh_Q,SANDRA GAL,f,driver,other,0,[3632 3754 3769 3773 3784 3789 3793 3796 3815 3845],[0.209375   0.01527778 0.60390625 0.91388889],4,processed_videos/SANDRA_GAL_2Tj5jJ1Kh_Q_c392cc58-3351-4410-9a49-5bd3791ec605.mp4
503,2Tj5jJ1Kh_Q,SANDRA GAL,f,driver,face-on,1,[4086 4171 4231 4248 4293 4313 4327 4337 4408 4468],[1.59375000e-01 6.94444444e-04 7.05468750e-01 9.52083333e-01],4,processed_videos/SANDRA_GAL_2Tj5jJ1Kh_Q_e39e23ce-7ae0-40e1-bb10-8df8b5c3d40a.mp4
504,WmdoweN6qW4,NA YEON CHOI,f,driver,down-the-line,0,[151 367 379 386 394 398 401 404 424 484],[1.47656250e-01 6.94444444e-04 4.92968750e-01 9.59027778e-01],1,processed_videos/NA_YEON_CHOI_WmdoweN6qW4_0a6348f3-512e-48f3-8aa8-cbf4899c4e10.mp4
505,WmdoweN6qW4,NA YEON CHOI,f,driver,down-the-line,1,[634 706 753 780 813 828 843 852 910 970],[1.81250000e-01 6.94444444e-04 4.44531250e-01 9.85416667e-01],1,processed_videos/NA_YEON_CHOI_WmdoweN6qW4_d5136d60-1f81-413c-8bd6-653ad1693ef6.mp4
506,WmdoweN6qW4,NA YEON CHOI,f,driver,face-on,0,[2770 3017 3032 3039 3047 3051 3054 3057 3076 3115],[8.75000000e-02 6.94444444e-04 7.27343750e-01 9.68750000e-01],1,processed_videos/NA_YEON_CHOI_WmdoweN6qW4_57b14b23-b9a0-4ec1-b14d-fb6599c95b45.mp4
507,WmdoweN6qW4,NA YEON CHOI,f,driver,face-on,1,[3266 3285 3339 3367 3401 3414 3429 3438 3516 3576],[8.12500000e-02 6.94444444e-04 7.53125000e-01 9.96527778e-01],1,processed_videos/NA_YEON_CHOI_WmdoweN6qW4_d2d8c847-b02b-48fb-bb78-d5ce38f65a65.mp4
508,1o210Pi4iRw,SCOTT VERPLANK,m,driver,down-the-line,0,[481 854 866 871 878 882 885 887 909 971],[3.04687500e-02 6.94444444e-04 5.07031250e-01 9.93750000e-01],3,processed_videos/SCOTT_VERPLANK_1o210Pi4iRw_8a2b85b4-7381-4764-ade3-d9a12c419350.mp4
509,1o210Pi4iRw,SCOTT VERPLANK,m,driver,down-the-line,1,[1241 1333 1381 1400 1430 1445 1458 1467 1530 1590],[0.0125     0.03055556 0.51796875 0.97013889],3,processed_videos/SCOTT_VERPLANK_1o210Pi4iRw_c7649a3f-24f3-4033-a80f-c7fd7b78621f.mp4
510,QKSjQkQ8lCE,BRITTANY LANG,f,driver,other,0,[181 378 390 393 402 406 409 411 427 487],[0.0609375  0.00138889 0.8375     0.99930556],2,processed_videos/BRITTANY_LANG_QKSjQkQ8lCE_17b22db2-0ffd-4e7b-88ff-46cb1ee61301.mp4
511,QKSjQkQ8lCE,BRITTANY LANG,f,driver,other,1,[727 771 819 831 867 884 896 905 968 986],[8.82812500e-02 6.94444444e-04 7.99218750e-01 9.95138889e-01],2,processed_videos/BRITTANY_LANG_QKSjQkQ8lCE_f66288a3-924f-412d-884b-8fd00aadc92b.mp4
512,MD_My6MzYw8,YANI TSENG,f,driver,face-on,0,[151 296 320 325 332 335 339 341 358 388],[0.34765625 0.38055556 0.3484375  0.50416667],3,processed_videos/YANI_TSENG_MD_My6MzYw8_269aeea9-4d18-4576-b8a2-6b0620815214.mp4
513,MD_My6MzYw8,YANI TSENG,f,driver,face-on,1,[ 779  841  930  951  978  990 1005 1013 1076 1136],[0.3453125  0.32083333 0.3578125  0.54027778],3,processed_videos/YANI_TSENG_MD_My6MzYw8_452e54ca-0776-4ef6-ae1f-dfec94a31f3f.mp4
514,AeNBIWYShl8,RUSSELL HENLEY,m,driver,down-the-line,0,[121 440 449 452 459 463 466 468 481 513],[1.20312500e-01 6.94444444e-04 5.44531250e-01 9.67361111e-01],4,processed_videos/RUSSELL_HENLEY_AeNBIWYShl8_3e552d3d-edf5-402d-8e5e-e0fd561b18ea.mp4
515,AeNBIWYShl8,RUSSELL HENLEY,m,driver,down-the-line,1,[ 867  896  928  940  967  981  992 1001 1052 1082],[1.32812500e-01 6.94444444e-04 5.21875000e-01 9.68750000e-01],4,processed_videos/RUSSELL_HENLEY_AeNBIWYShl8_e23df1cf-251f-402c-a266-65035d497bda.mp4
516,blonNcv1yas,TIGER WOODS,m,iron,other,0,[361 508 519 522 530 534 536 538 557 587],[3.90625000e-04 6.94444444e-04 5.29296875e-01 1.00000000e+00],1,processed_videos/TIGER_WOODS_blonNcv1yas_0cba7dcb-7c88-4be9-bdc8-16cb74bf2138.mp4
517,blonNcv1yas,TIGER WOODS,m,driver,other,0,[3137 3272 3285 3288 3295 3299 3302 3304 3319 3379],[0.32890625 0.00277778 0.67148438 0.98611111],1,processed_videos/TIGER_WOODS_blonNcv1yas_95593191-bc0f-4b57-abc0-b21d37fc8ba8.mp4
518,blonNcv1yas,TIGER WOODS,m,iron,down-the-line,0,[3979 4113 4123 4126 4134 4138 4141 4144 4153 4185],[6.17187500e-02 6.94444444e-04 4.36718750e-01 9.11805556e-01],1,processed_videos/TIGER_WOODS_blonNcv1yas_b3038ae8-9d18-4e68-aa7d-062878c7027e.mp4
519,blonNcv1yas,TIGER WOODS,m,fairway,other,0,[4515 4576 4589 4592 4599 4603 4606 4608 4622 4682],[8.59375000e-02 6.94444444e-04 7.74218750e-01 9.95138889e-01],1,processed_videos/TIGER_WOODS_blonNcv1yas_0c8912b2-c7cd-4498-a1dd-f50eda93d352.mp4
520,blonNcv1yas,TIGER WOODS,m,iron,down-the-line,0,[5192 5388 5401 5404 5411 5416 5419 5421 5439 5499],[1.57812500e-01 6.94444444e-04 4.31250000e-01 9.78472222e-01],1,processed_videos/TIGER_WOODS_blonNcv1yas_b0c320f0-e671-4742-95a7-f88c5ef9a68e.mp4
521,blonNcv1yas,TIGER WOODS,m,wedge,face-on,0,[6129 6274 6286 6290 6297 6301 6304 6306 6321 6360],[1.14062500e-01 6.94444444e-04 6.72656250e-01 9.79861111e-01],1,processed_videos/TIGER_WOODS_blonNcv1yas_dc9edb07-914c-433d-8096-2180fd531f95.mp4
522,WvsL3qrvC9Q,LYDIA KO,f,driver,face-on,0,[331 777 792 797 807 811 814 816 842 872],[6.87500000e-02 6.94444444e-04 8.47656250e-01 1.00000000e+00],3,processed_videos/LYDIA_KO_WvsL3qrvC9Q_034dfb18-8eae-4c1c-abdd-ead3e6d2cef5.mp4
523,WvsL3qrvC9Q,LYDIA KO,f,driver,face-on,1,[1022 1092 1150 1168 1209 1223 1237 1247 1332 1362],[5.23437500e-02 6.94444444e-04 8.80468750e-01 9.96527778e-01],3,processed_videos/LYDIA_KO_WvsL3qrvC9Q_ba622c85-8649-44c0-ad57-9d773df49f73.mp4
524,iVcv4Tno_u8,PAOLA MORENO,f,driver,down-the-line,0,[250 387 405 410 421 426 430 432 454 516],[7.89062500e-02 6.94444444e-04 5.50000000e-01 9.90972222e-01],3,processed_videos/PAOLA_MORENO_iVcv4Tno_u8_8ebbdfcb-f9ce-48df-8259-6e0201d6f7d1.mp4
525,iVcv4Tno_u8,PAOLA MORENO,f,driver,down-the-line,1,[640 687 740 758 802 822 836 846 930 992],[7.26562500e-02 6.94444444e-04 5.50781250e-01 1.00000000e+00],3,processed_videos/PAOLA_MORENO_iVcv4Tno_u8_64f72e6c-419a-444b-b76f-13fcb0a949aa.mp4
526,Toc25_WC8aE,TIGER WOODS,m,driver,other,0,[151 368 382 385 392 396 399 401 417 453],[0.02421875 0.13055556 0.44765625 0.87013889],3,processed_videos/TIGER_WOODS_Toc25_WC8aE_e687a370-e924-4c43-964f-6d1537c4f602.mp4
527,Toc25_WC8aE,JUSTIN ROSE,m,driver,other,0,[273 359 379 385 392 396 399 401 420 480],[0.503125   0.13055556 0.4828125  0.87013889],3,processed_videos/JUSTIN_ROSE_Toc25_WC8aE_1bbb8041-d0e8-4d32-80fc-5c190a0736da.mp4
528,Toc25_WC8aE,JUSTIN ROSE,m,driver,other,1,[600 610 693 717 750 761 775 783 837 867],[0.50390625 0.12222222 0.46328125 0.875     ],3,processed_videos/JUSTIN_ROSE_Toc25_WC8aE_2e27b59f-8e6a-4106-bf36-d44199762c4a.mp4
529,Toc25_WC8aE,TIGER WOODS,m,driver,other,1,[627 654 704 718 746 761 773 780 841 871],[0.01328125 0.1125     0.46171875 0.88194444],3,processed_videos/TIGER_WOODS_Toc25_WC8aE_b6c38a4c-5b1c-4660-b78c-4828a1d84de9.mp4
530,UEpN2ZBK7H4,TIM WILKINSON ,m,driver,down-the-line,0,[ 61 284 297 302 312 315 318 320 336 396],[2.42968750e-01 6.94444444e-04 5.94531250e-01 9.92361111e-01],3,processed_videos/TIM_WILKINSON__UEpN2ZBK7H4_f47ad3b2-2cbe-4a24-8285-2648c3739b15.mp4
531,UEpN2ZBK7H4,TIM WILKINSON ,m,driver,down-the-line,1,[516 552 601 622 662 674 687 695 751 781],[2.32812500e-01 6.94444444e-04 6.25781250e-01 9.92361111e-01],3,processed_videos/TIM_WILKINSON__UEpN2ZBK7H4_286ef889-0053-4535-b634-5c90d819685c.mp4
532,50VXUU7YUC8,ROCCO MEDIATE,m,driver,face-on,0,[271 339 359 363 373 378 381 384 407 437],[7.10937500e-02 6.94444444e-04 8.27343750e-01 9.92361111e-01],2,
533,50VXUU7YUC8,ROCCO MEDIATE,m,driver,face-on,1,[ 677  774  833  848  886  907  920  930 1016 1076],[9.37500000e-02 6.94444444e-04 8.26562500e-01 1.00000000e+00],2,
534,fDzXv_HaW3E,TREVOR IMMELMAN,m,fairway,other,0,[331 601 612 615 623 628 631 632 649 709],[3.90625000e-04 6.94444444e-04 5.91015625e-01 1.00000000e+00],4,processed_videos/TREVOR_IMMELMAN_fDzXv_HaW3E_02b670f2-8812-4719-a6db-cea99a0ae58d.mp4
535,fDzXv_HaW3E,TREVOR IMMELMAN,m,fairway,other,1,[1009 1045 1083 1096 1128 1148 1157 1165 1221 1281],[3.90625000e-04 6.94444444e-04 5.91015625e-01 1.00000000e+00],4,processed_videos/TREVOR_IMMELMAN_fDzXv_HaW3E_d19a328d-c53c-4b4e-8d6d-c5c974a986bc.mp4
536,cshnEYiQggc,KYLE STANLEY,m,driver,down-the-line,0,[121 171 182 186 194 198 201 203 226 286],[4.14062500e-02 6.94444444e-04 6.27343750e-01 9.92361111e-01],3,processed_videos/KYLE_STANLEY_cshnEYiQggc_1a6aa8f2-8bee-4ade-bc7f-53c7da4ae6c4.mp4
537,cshnEYiQggc,KYLE STANLEY,m,driver,down-the-line,1,[439 474 516 531 563 578 590 598 674 734],[6.32812500e-02 6.94444444e-04 6.14843750e-01 9.79861111e-01],3,processed_videos/KYLE_STANLEY_cshnEYiQggc_e38befd3-7cbc-482b-afa6-468d1efe4fa3.mp4
538,VZjg0KzKMPU,DUSTIN JOHNSON,m,driver,face-on,0,[271 414 428 432 441 447 450 452 469 513],[9.68750000e-02 6.94444444e-04 8.30468750e-01 9.97916667e-01],1,processed_videos/DUSTIN_JOHNSON_VZjg0KzKMPU_cb3ed9ff-c5a4-46bf-a331-d4900d6c88ac.mp4
539,VZjg0KzKMPU,DUSTIN JOHNSON,m,driver,face-on,1,[ 843  902  957  974 1010 1034 1045 1053 1120 1180],[1.03125000e-01 6.94444444e-04 7.85156250e-01 1.00000000e+00],1,processed_videos/DUSTIN_JOHNSON_VZjg0KzKMPU_85168628-d466-42cb-ae7d-169a4af61ec6.mp4
540,VZjg0KzKMPU,DUSTIN JOHNSON,m,driver,down-the-line,0,[2410 2628 2642 2646 2656 2662 2665 2667 2691 2721],[1.03125000e-01 6.94444444e-04 6.18750000e-01 9.85416667e-01],1,processed_videos/DUSTIN_JOHNSON_VZjg0KzKMPU_d2ac5705-2575-46e6-87b3-b10aa7e94a96.mp4
541,VZjg0KzKMPU,DUSTIN JOHNSON,m,driver,down-the-line,1,[2991 3043 3092 3108 3147 3170 3180 3189 3247 3308],[7.65625000e-02 6.94444444e-04 6.03906250e-01 9.95138889e-01],1,processed_videos/DUSTIN_JOHNSON_VZjg0KzKMPU_f482db7c-ea4b-480b-a20e-2a7a82325ba0.mp4
542,EBw9BdZmKrs,JASON DAY,m,fairway,face-on,0,[186 217 231 236 244 247 250 252 266 326],[9.06250000e-02 6.94444444e-04 8.25781250e-01 9.89583333e-01],1,processed_videos/JASON_DAY_EBw9BdZmKrs_c650d15f-0c42-4e75-a15b-7c59afa25463.mp4
543,EBw9BdZmKrs,JASON DAY,m,fairway,other,0,[416 618 632 636 644 648 650 652 667 703],[1.21875000e-01 6.94444444e-04 7.62500000e-01 1.00000000e+00],1,processed_videos/JASON_DAY_EBw9BdZmKrs_de7efebf-00ab-4a90-8e35-3e91fa7eceb9.mp4
544,EBw9BdZmKrs,JASON DAY,m,driver,down-the-line,0,[1063 1351 1364 1368 1378 1381 1384 1386 1396 1430],[1.39843750e-01 6.94444444e-04 5.08593750e-01 9.75694444e-01],1,processed_videos/JASON_DAY_EBw9BdZmKrs_16a70e8c-fcbe-4f22-8c4f-a97c974de367.mp4
545,EBw9BdZmKrs,JASON DAY,m,driver,face-on,0,[2180 2532 2546 2552 2558 2562 2565 2567 2579 2615],[9.60937500e-02 6.94444444e-04 8.16406250e-01 9.99305556e-01],1,processed_videos/JASON_DAY_EBw9BdZmKrs_81aa924e-a865-4f07-84a2-cc2ded7d9cbd.mp4
546,EBw9BdZmKrs,JASON DAY,m,driver,face-on,1,[2890 3013 3068 3089 3117 3131 3143 3151 3200 3260],[9.45312500e-02 6.94444444e-04 8.79687500e-01 9.99305556e-01],1,processed_videos/JASON_DAY_EBw9BdZmKrs_c12762f1-937f-4a32-87d7-8b073424c37b.mp4
547,EBw9BdZmKrs,JASON DAY,m,fairway,face-on,1,[5090 5185 5238 5258 5286 5298 5311 5319 5372 5432],[3.90625000e-04 6.94444444e-04 4.92578125e-01 1.00000000e+00],1,processed_videos/JASON_DAY_EBw9BdZmKrs_f1b3197a-3ad9-4c37-a2a5-25a109c1db4a.mp4
548,EBw9BdZmKrs,JASON DAY,m,driver,down-the-line,1,[5102 5179 5230 5247 5286 5299 5310 5319 5369 5399],[5.02343750e-01 6.94444444e-04 4.98046875e-01 1.00000000e+00],1,processed_videos/JASON_DAY_EBw9BdZmKrs_05b643b7-779a-45d1-9047-4d57427b9187.mp4
549,nwzQgd6_rxk,BRENDAN STEELE,m,fairway,other,0,[241 398 408 413 421 424 428 430 448 481],[0.25       0.05138889 0.3890625  0.94930556],3,processed_videos/BRENDAN_STEELE_nwzQgd6_rxk_679d0346-8a68-4b52-b381-5e2e697548af.mp4
550,nwzQgd6_rxk,BRENDAN STEELE,m,fairway,other,0,[691 732 772 788 820 837 850 859 925 985],[0.221875   0.09444444 0.40859375 0.90555556],3,processed_videos/BRENDAN_STEELE_nwzQgd6_rxk_1c397221-9298-4d68-afdc-9f458f46a3af.mp4
551,ocAGd2h9k7Q,JENNY SHIN,f,driver,face-on,0,[121 477 496 501 513 518 522 524 541 571],[0.0328125  0.01388889 0.828125   0.95694444],1,processed_videos/JENNY_SHIN_ocAGd2h9k7Q_7ca21add-bc07-4e9e-9a93-16bbb1a594c7.mp4
552,ocAGd2h9k7Q,JENNY SHIN,f,driver,face-on,1,[ 901  956 1035 1051 1101 1121 1136 1145 1213 1243],[4.53125000e-02 6.94444444e-04 7.76562500e-01 9.68750000e-01],1,processed_videos/JENNY_SHIN_ocAGd2h9k7Q_61afae65-57a9-46e7-88f9-27088fa82d92.mp4
553,AIt58HJKT7w,SANDRA GAL,f,driver,down-the-line,0,[211 376 392 396 409 414 417 420 442 503],[1.59375000e-01 6.94444444e-04 5.25781250e-01 1.00000000e+00],1,processed_videos/SANDRA_GAL_AIt58HJKT7w_dfd6bcc8-e3e7-4c2c-bfd3-1b5495b211af.mp4
554,AIt58HJKT7w,SANDRA GAL,f,driver,down-the-line,1,[ 683  784  833  851  906  922  936  945 1011 1041],[4.68750000e-02 6.94444444e-04 6.36718750e-01 9.99305556e-01],1,processed_videos/SANDRA_GAL_AIt58HJKT7w_c208d68f-8812-4110-b053-14dd98139db6.mp4
555,CniGvmmbuLE,NATALIE GULBIS,f,driver,other,0,[571 729 745 748 760 765 769 772 801 861],[0.17890625 0.17777778 0.39140625 0.75277778],4,processed_videos/NATALIE_GULBIS_CniGvmmbuLE_cd52f680-69f3-4547-978a-3b9dcbf3b41a.mp4
556,CniGvmmbuLE,NATALIE GULBIS,f,driver,other,1,[ 981 1001 1060 1073 1118 1141 1154 1164 1246 1276],[0.1953125  0.14722222 0.3359375  0.77916667],4,processed_videos/NATALIE_GULBIS_CniGvmmbuLE_cd698e93-6354-41f5-ba4d-4488460c39c6.mp4
557,7TnS2QUdZcU,BROOKE HENDERSON,f,iron,other,0,[241 509 524 528 536 539 543 546 559 589],[0.15546875 0.01805556 0.696875   0.94305556],2,processed_videos/BROOKE_HENDERSON_7TnS2QUdZcU_700eb6e7-1cce-4b3c-9a4a-a8a7c5b7ed3d.mp4
558,7TnS2QUdZcU,BROOKE HENDERSON,f,wedge,other,0,[1219 1569 1584 1589 1595 1598 1602 1605 1624 1654],[0.30390625 0.09444444 0.48515625 0.82638889],2,processed_videos/BROOKE_HENDERSON_7TnS2QUdZcU_b80094fa-6c34-437e-90f7-557b7965f007.mp4
559,7TnS2QUdZcU,BROOKE HENDERSON,f,wedge,other,1,[2164 2627 2684 2701 2729 2743 2757 2770 2837 2867],[3.90625000e-04 6.94444444e-04 4.93359375e-01 9.85416667e-01],2,processed_videos/BROOKE_HENDERSON_7TnS2QUdZcU_21af11a5-253b-484f-afc3-1b668978dd27.mp4
560,7TnS2QUdZcU,BROOKE HENDERSON,f,iron,other,1,[2567 2625 2683 2698 2729 2743 2757 2768 2815 2845],[5.02343750e-01 6.94444444e-04 4.98046875e-01 1.00000000e+00],2,processed_videos/BROOKE_HENDERSON_7TnS2QUdZcU_b714f3c9-877b-4634-8170-1ed48fa69b84.mp4
561,hoq35-zbmVk,TIM TEBOW,m,driver,face-on,0,[151 352 370 376 385 392 395 396 409 451],[0.19453125 0.14305556 0.61953125 0.78611111],4,processed_videos/TIM_TEBOW_hoq35-zbmVk_d731e87b-6770-4271-b048-2a3a1bf9c5c2.mp4
562,hoq35-zbmVk,TIM TEBOW,m,iron,face-on,0,[ 813  958  972  978  986  991  995  997 1010 1044],[0.27890625 0.37777778 0.3484375  0.54166667],4,processed_videos/TIM_TEBOW_hoq35-zbmVk_aa472465-3477-4bcd-a65c-c46d46265c9d.mp4
563,hoq35-zbmVk,TIM TEBOW,m,driver,other,0,[2094 2279 2294 2300 2308 2315 2318 2320 2332 2362],[0.1609375  0.04444444 0.65546875 0.93472222],4,processed_videos/TIM_TEBOW_hoq35-zbmVk_e6de3ce2-b7f5-4405-bd28-fd873595bf7c.mp4
564,hoq35-zbmVk,TIM TEBOW,m,driver,face-on,0,[2872 3082 3098 3104 3113 3120 3122 3124 3137 3167],[0.12578125 0.025      0.7078125  0.95      ],4,processed_videos/TIM_TEBOW_hoq35-zbmVk_0c436f2a-23be-4741-a162-8e6d2cff677e.mp4
565,hoq35-zbmVk,TIM TEBOW,m,driver,face-on,1,[3437 3457 3520 3540 3580 3608 3617 3625 3662 3705],[0.15234375 0.04583333 0.71640625 0.91666667],4,processed_videos/TIM_TEBOW_hoq35-zbmVk_a7318cf8-c4f5-46ef-b698-640de473aa6b.mp4
566,mYaDUseJYWA,MICHELLE WIE,f,driver,face-on,0,[407 591 601 608 613 616 620 622 643 673],[0.15       0.02361111 0.69765625 0.925     ],1,processed_videos/MICHELLE_WIE_mYaDUseJYWA_ce7d9f8e-7c35-4777-aba6-520b037e949e.mp4
567,mYaDUseJYWA,MICHELLE WIE,f,driver,face-on,1,[ 913  922  967  993 1013 1025 1040 1049 1119 1179],[1.63281250e-01 6.94444444e-04 7.23437500e-01 9.47916667e-01],1,processed_videos/MICHELLE_WIE_mYaDUseJYWA_505c932b-2696-4e8b-aa12-db8ae18c9153.mp4
568,VeEPa5JNkTw,SHANSHAN FENG,f,hybrid,down-the-line,0,[271 349 372 379 385 389 393 395 411 441],[1.61718750e-01 6.94444444e-04 4.17187500e-01 9.61805556e-01],1,processed_videos/SHANSHAN_FENG_VeEPa5JNkTw_dbfb43a5-9612-4150-8252-990db7269e1e.mp4
